brand,model,form_factor,frequency_response,has_microphone,is_wireless,type,color,price
Pioneer,SE-D10MT-W,Supra-aural,"{'min': 8.0, 'max': 28000.0, 'default': None}",False,False,Closed,White,"['USD', '53.82']"
Pioneer,SE-MJ591,Supra-aural,"{'min': 5.0, 'max': 40000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Pioneer,SE-MJ721I-K,Supra-aural,"{'min': 6.0, 'max': 28000.0, 'default': None}",False,False,Closed,Black,"['USD', '46.88']"
Pioneer,SE-MJ721I-R,Supra-aural,"{'min': 6.0, 'max': 28000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Pioneer,SE-MJ721I-T,Supra-aural,"{'min': 6.0, 'max': 28000.0, 'default': None}",False,False,Closed,Brown,"['USD', '47.46']"
Pioneer,SE-MJ721I-W,Supra-aural,"{'min': 6.0, 'max': 28000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Pioneer,SE-MJ751I,Supra-aural,"{'min': 8.0, 'max': 28000.0, 'default': None}",False,False,Closed,Black,"['USD', '24.98']"
Pioneer,SE-NC21M,Supra-aural,"{'min': 10.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Pioneer,SE-NC31C-K,In Ear,"{'min': 5.0, 'max': 16000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Plantronics,.AUDIO 646 DSP,Supra-aural,,True,False,Closed,Black / Blue,"['USD', '0.00']"
Plantronics,.Audio 355,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '49.99']"
Plantronics,20045001P,In Ear,,False,False,Closed,Black / Blue,"['USD', '0.00']"
Plantronics,20046001,In Ear,,False,False,Closed,Black / Green,"['USD', '0.00']"
Plantronics,202239-01,Supra-aural,,True,False,Closed,Black / Silver,"['USD', '0.00']"
Plantronics,86051-11,Circumaural,,True,False,Closed,Black / Red,"['USD', '0.00']"
Plantronics,89918-79,Supra-aural,,True,False,Closed,Black,"['USD', '89.99']"
Plantronics,AUDIO628,Supra-aural,,True,False,Closed,Black / Blue,"['USD', '0.00']"
Plantronics,Audio 626,Supra-aural,,True,False,Closed,Black / Blue,"['USD', '0.00']"
Plantronics,B825 Voyager Focus UC Bluetooth,Supra-aural,,True,True,Closed,Black,"['USD', '149.99']"
Plantronics,BackBeat PRO,Circumaural,,True,True,Closed,Black,"['USD', '0.00']"
Plantronics,Blackwire 5220,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Red / Black,"['USD', '84.99']"
Plantronics,Blackwire 7225,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '132.99']"
Plantronics,Blackwire C320-M,Supra-aural,,True,False,Closed,Black,"['USD', '0.00']"
Plantronics,Blackwire C510,Supra-aural,,True,False,Closed,Black / Silver,"['USD', '0.00']"
Plantronics,Blackwire C520,Supra-aural,,True,False,Closed,Black / Silver,"['USD', '0.00']"
Plantronics,Blackwire C720,Supra-aural,,True,False,Closed,Black / Silver,"['USD', '0.00']"
Plantronics,Blackwire C720,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Silver / Black,"['USD', '0.00']"
Plantronics,EncorePro 520D Duo,Supra-aural,,True,False,Closed,Black,"['USD', '74.88']"
Plantronics,EncorePro 720D Duo,Supra-aural,,True,False,Closed,Black / Silver,"['USD', '108.00']"
Plantronics,GAMECOM 308,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Plantronics,GAMECOM 388,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Plantronics,GAMECOM 818,Circumaural,,True,True,Closed,Black / Orange,"['USD', '0.00']"
Plantronics,GAMECOM COMMANDER,Circumaural,,True,False,Closed,Black,"['USD', '0.00']"
Plantronics,GameCom 780,Circumaural,,True,False,Closed,Black / Red,"['USD', '0.00']"
Plantronics,GameCom 780 (Dota 2 badged),Circumaural,,True,False,Closed,Black / Red,"['USD', '0.00']"
Plantronics,Gamecom 307,Supra-aural,,True,False,Closed,Black,"['USD', '0.00']"
Plantronics,Gamecom 380,Circumaural,,True,False,Closed,Black / Silver,"['USD', '0.00']"
Plantronics,Gamecom 780,Circumaural,,True,False,Closed,Black / Red,"['USD', '0.00']"
Plantronics,Plantronics Voyager Focus UC,Supra-aural,,True,True,Closed,Black,"['USD', '259.99']"
Plantronics,RIG,Supra-aural,,True,False,Closed,Black / Red,"['USD', '0.00']"
Plantronics,RIG,Circumaural,,True,False,Closed,Black / White,"['USD', '0.00']"
Plantronics,RIG,Circumaural,,True,False,Closed,Black / Red,"['USD', '0.00']"
Plantronics,RIG 500E,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Blue,"['USD', '0.00']"
Plantronics,RIG 500HD,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Plantronics,RIG 600,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Gold,"['USD', '0.00']"
Plantronics,RIG 7.1,Circumaural,,True,False,Closed,Black / Red,"['USD', '0.00']"
Plantronics,Rig 800HD,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,True,Open,Black / Gold,"['USD', '159.00']"
Plantronics,SupraPlus H261,Supra-aural,,True,False,Closed,Black / Silver,"['USD', '0.00']"
Polk,Striker P1,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '64.45']"
Polk,UltraFit  2000,Supra-aural,"{'min': 20.0, 'max': 23000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Polk,UltraFit 1000,In Ear,"{'min': 18.0, 'max': 23000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Polk,UltraFit 3000,In Ear,"{'min': 8.0, 'max': 24000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Polk,UltraFit 3000,Earbud,"{'min': 8.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Polk,UltraFit 3000,In Ear,"{'min': 8.0, 'max': 24000.0, 'default': None}",False,False,Closed,Orange / White,"['USD', '0.00']"
Polk,UltraFit 500,In Ear,"{'min': 18.0, 'max': 23000.0, 'default': None}",False,False,Closed,Orange / White,"['USD', '0.00']"
Polk,UltraFit 500,In Ear,"{'min': 18.0, 'max': 23000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Polk,UltraFit 500,In Ear,"{'min': 18.0, 'max': 23000.0, 'default': None}",False,False,Closed,Black / Gold,"['USD', '0.00']"
Polk,UltraFit 500,In Ear,"{'min': 18.0, 'max': 23000.0, 'default': None}",False,False,Closed,Black / Yellow,"['USD', '0.00']"
Polk,UltraFocus 8000,Circumaural,"{'min': 8.0, 'max': 28000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Pyle Audio,068888904803,In Ear,,False,False,Closed,Black / White,"['USD', '0.00']"
Pyle Audio,PEBH25WT,Earbud,,False,False,Closed,Black / White,"['USD', '0.00']"
Pyle Audio,PHPDJ1,Circumaural,"{'min': 20.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '25.48']"
Pyle Audio,PHPDJ2,Supra-aural,"{'min': 20.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Pyle Audio,PHPMC2,Circumaural,"{'min': 20.0, 'max': 22000.0, 'default': None}",True,False,Closed,Black / White,"['USD', '19.14']"
Pyle Audio,PHPMCU10,Supra-aural,,True,False,Closed,Black / Silver,"['USD', '24.99']"
Pyle Audio,PHPNC15,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Pyle Audio,PHPNC45,Circumaural,"{'min': 30.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Pyle Audio,PIEH10W,In Ear,,False,False,Closed,White,"['USD', '0.00']"
Pyle Audio,PIEH30W,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Translucent Black,"['USD', '0.00']"
Pyle Audio,PIEH40B,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Pyle Audio,PIEH40T,In Ear,,False,False,Closed,Black / White,"['USD', '0.00']"
Pyle Audio,PIEH40W,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Pyle Audio,PIEHIP20P,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Pink,"['USD', '0.00']"
Pyle Audio,PIEHIP20W,In Ear,,False,False,Closed,White,"['USD', '0.00']"
Pyle Audio,PIEHWD80DK,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Pyle Audio,PIEHWD80LT,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Brown / Black,"['USD', '0.00']"
Pyle Audio,PIEHWD80LT,In Ear,,False,False,Closed,Brown / Black,"['USD', '0.00']"
Pyle Audio,PWPE10B,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '12.99']"
Pyle Audio,PWPE10W,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Transparent,"['USD', '11.99']"
RCA,HP5041,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Semi-open,Red / White,"['USD', '11.80']"
RCA,HP5042,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Semi-open,Black / Gray,"['USD', '17.17']"
RCA,HP5043,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Semi-open,Black / Silver,"['USD', '23.99']"
RCA,HP57N,Earbud,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '19.48']"
RCA,HP59MIC,In Ear,,True,False,Closed,Black,"['USD', '0.00']"
RCA,HP59MICWH,In Ear,,False,False,Closed,White,"['USD', '0.00']"
RCA,HP59WH,In Ear,,False,False,Closed,White,"['USD', '0.00']"
RCA,HP60A,In Ear,,False,False,Closed,White,"['USD', '0.00']"
RCA,IVG-RCAHP60A,In Ear,,False,False,Closed,White,"['USD', '0.00']"
RCA,RCAHP5042,Circumaural,,False,False,Semi-open,Black / Gray,"['USD', '17.17']"
RCA,RCAHP5043,Circumaural,,False,False,Semi-open,Black / Silver,"['USD', '23.99']"
RCA,RCAHP59MICWH,In Ear,,False,False,Closed,White,"['USD', '0.00']"
RCA,RCAHP60A,In Ear,,False,False,Closed,White,"['USD', '0.00']"
ROCCAT,ALUMA,Earbud,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Blue,"['USD', '0.00']"
ROCCAT,ANALOG,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Blue,"['USD', '0.00']"
ROCCAT,Cross Headset + Modulok Modular Headset Stand,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
ROCCAT,Kave,Circumaural,,True,False,Closed,Black,"['USD', '0.00']"
ROCCAT,Kave XTD 5.1 Premium,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Blue,"['USD', '339.90']"
ROCCAT,Kave XTD Stereo,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Blue,"['USD', '58.65']"
ROCCAT,Kave XTD Stereo Camo Charge,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Camo,"['USD', '44.28']"
ROCCAT,Kave XTD Stereo Desert Strike,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Green,"['USD', '154.28']"
ROCCAT,Kave XTD Stereo Naval Storm,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Gray,"['USD', '0.00']"
ROCCAT,Khan Aimo,Circumaural,"{'min': 10.0, 'max': 40000.0, 'default': None}",True,False,Closed,White / Black,"['USD', '119.99']"
ROCCAT,Kulo,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
ROCCAT,Kulo - Virtual 7.1 Gaming Headset,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '38.99']"
ROCCAT,ROC-14-200,Earbud,"{'min': 18.0, 'max': 22000.0, 'default': None}",True,False,Closed,Black / Silver,"['USD', '0.00']"
ROCCAT,Renga Boost,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Semi-open,Black,"['USD', '116.94']"
ROCCAT,SYVA,Earbud,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Blue,"['USD', '26.10']"
Razer,Adaro,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Green,"['USD', '34.99']"
Razer,Adaro,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Green,"['USD', '0.00']"
Razer,Banshee StarCraft II Heart of the Swarm,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Silver,"['USD', '0.00']"
Razer,Battlefield 4 BlackShark,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Multicolor,"['USD', '0.00']"
Razer,BlackShark,Circumaural,,True,False,Closed,Black / Green,"['USD', '0.00']"
Razer,BlackShark,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Green,"['USD', '0.00']"
Razer,BlackShark V2,Circumaural,"{'min': 12.0, 'max': 28000.0, 'default': None}",True,False,Closed,Black / Green,"['USD', '99.96']"
Razer,BlackShark V2 X,Circumaural,"{'min': 12.0, 'max': 28000.0, 'default': None}",True,False,Closed,Black / Green,"['USD', '59.99']"
Razer,Carcharias,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '69.98']"
Razer,Carcharias,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Razer,Chimaera,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,True,Closed,Black / Green,"['USD', '0.00']"
Razer,Electra Essential Gaming & Music Headset,Circumaural,"{'min': 25.0, 'max': 16000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Razer,Electra Essential Gaming & Music Headset,Circumaural,"{'min': 25.0, 'max': 16000.0, 'default': None}",True,False,Closed,Black / Green,"['USD', '0.00']"
Razer,Electra V2,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Green,"['USD', '0.00']"
Razer,Electra V2 USB,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Green,"['USD', '0.00']"
Razer,Hammerhead,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Green,"['USD', '0.00']"
Razer,Hammerhead Pro,In Ear,,True,False,Closed,Black / Green,"['USD', '0.00']"
Razer,Hammerhead Pro v2,In Ear,"{'min': 50.0, 'max': 10000.0, 'default': None}",True,False,Closed,Black / Green,"['USD', '0.00']"
Razer,KRAKEN 7.1 CHROMA,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Multicolor,"['USD', '0.00']"
Razer,Kraken,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Razer,Kraken,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '187.52']"
Razer,Kraken,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Green,"['USD', '0.00']"
Razer,Kraken,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Green / Black,"['USD', '0.00']"
Razer,Kraken 7.1 V2,Circumaural,"{'min': 12.0, 'max': 28000.0, 'default': None}",True,False,Closed,Black / Green,"['USD', '250.00']"
Razer,Kraken 7.1 V2 Mercury Edition,Circumaural,"{'min': 12.0, 'max': 28000.0, 'default': None}",True,False,Closed,White,"['USD', '0.00']"
Razer,Kraken E-Panda,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Gold,"['USD', '0.00']"
Razer,Kraken Forged,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Silver,"['USD', '99.99']"
Razer,Kraken Forged,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '99.99']"
Razer,Kraken Neon,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Green,"['USD', '0.00']"
Razer,Kraken Pro,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Green,"['USD', '0.00']"
Razer,Kraken Pro,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Green,"['USD', '180.86']"
Razer,Kraken Pro 2015,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Green,"['USD', '0.00']"
Razer,Kraken Pro 2015,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Green,"['USD', '158.26']"
Razer,Kraken Pro 2015,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,White,"['USD', '0.00']"
Razer,Kraken Pro Neon,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Yellow,"['USD', '0.00']"
Razer,Kraken Pro Neon,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Red,"['USD', '0.00']"
Razer,Kraken Pro Neon,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Orange,"['USD', '0.00']"
Razer,Kraken Pro Neon,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Blue,"['USD', '0.00']"
Razer,Kraken Pro Neon,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Purple,"['USD', '0.00']"
Razer,Kraken Pro Neon,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Green,"['USD', '0.00']"
Razer,Kraken Ultimate,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '129.99']"
Razer,Kraken X,Circumaural,"{'min': 12.0, 'max': 28000.0, 'default': None}",True,False,Closed,Black,"['USD', '49.99']"
Razer,ManO'War,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,True,Closed,Black,"['USD', '0.00']"
Razer,Megalodon,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Razer,NARI,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,True,Closed,Black / Green,"['USD', '149.99']"
Razer,NARI ESSENTIAL,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,True,Closed,Black,"['USD', '84.00']"
Razer,NARI ULTIMATE,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,True,Closed,Black / Green,"['USD', '199.99']"
Razer,RZ04-00470100-R3U1,Circumaural,,True,True,Closed,Black,"['USD', '0.00']"
Razer,RZ12-01110100-R3U1,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '149.99']"
Razer,Star Wars: The Old Republic Gaming Headset,Circumaural,,True,False,Closed,Black / White,"['USD', '0.00']"
Razer,Thresher Ultimate,Circumaural,"{'min': 12.0, 'max': 28000.0, 'default': None}",True,True,Closed,Black / Green,"['USD', '0.00']"
Razer,Tiamat 2.2,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '140.95']"
Razer,Tiamat 7.1,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Green,"['USD', '0.00']"
Razer,Tiamat 7.1 V2,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Silver,"['USD', '64.95']"
Rosewill,Audiowave H9000,Circumaural,"{'min': 20.0, 'max': 40000.0, 'default': None}",True,True,Closed,Black,"['USD', '55.41']"
Rosewill,E-210-VL,Earbud,"{'min': 10.0, 'max': 22000.0, 'default': None}",True,False,Closed,Silver,"['USD', '6.99']"
Rosewill,E-210-WH,Earbud,"{'min': 10.0, 'max': 22000.0, 'default': None}",True,False,Closed,White,"['USD', '0.00']"
Rosewill,E-340,Earbud,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Rosewill,E-360-BKR,Earbud,"{'min': 10.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '0.00']"
Rosewill,E-360-BLE,Earbud,"{'min': 10.0, 'max': 22000.0, 'default': None}",False,False,Closed,Blue,"['USD', '0.00']"
Rosewill,E-550,In Ear,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,Gunmetal,"['USD', '25.98']"
Rosewill,E-860,Earbud,"{'min': 12.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Rosewill,NEBULA GX51,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '99.99']"
Rosewill,RH-001,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Rosewill,RH-189,In Ear,"{'min': 10.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Rosewill,RHM-556,Circumaural,"{'min': 10.0, 'max': 25000.0, 'default': None}",True,False,Closed,Black / Silver,"['USD', '0.00']"
Rosewill,RHM-6308,Circumaural,"{'min': 10.0, 'max': 25000.0, 'default': None}",True,False,Closed,Black / Silver,"['USD', '0.00']"
Rosewill,RHTS-11002,In Ear,"{'min': 18.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Gold,"['USD', '19.95']"
Rosewill,RHTS-11004,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '94.99']"
Rosewill,RHTS-12002,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Rosewill,RHTS-12004,In Ear,"{'min': 18.0, 'max': 20000.0, 'default': None}",False,False,Closed,Brown / Black,"['USD', '0.00']"
Rosewill,RHTS-12005,Supra-aural,"{'min': 8.0, 'max': 21000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Rosewill,RHTS-12006,In Ear,"{'min': 18.0, 'max': 24000.0, 'default': None}",False,False,Closed,Brown / Black,"['USD', '0.00']"
Rosewill,RHTS-12007,In Ear,"{'min': 18.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
